Region,LGA,Quarter,Count,Median,Property Type,Number of Bedrooms
Barwon South West,Colac-Otway,2010Q1,5.0,150.0,Flat,1
Barwon South West,Colac-Otway,2010Q2,6.0,160.0,Flat,1
Barwon South West,Colac-Otway,2010Q3,12.0,153.0,Flat,1
Barwon South West,Colac-Otway,2010Q4,14.0,150.0,Flat,1
Barwon South West,Colac-Otway,2011Q1,8.0,168.0,Flat,1
Barwon South West,Colac-Otway,2011Q2,13.0,165.0,Flat,1
Barwon South West,Colac-Otway,2011Q3,12.0,165.0,Flat,1
Barwon South West,Colac-Otway,2011Q4,9.0,150.0,Flat,1
Barwon South West,Colac-Otway,2012Q1,9.0,170.0,Flat,1
Barwon South West,Colac-Otway,2012Q2,8.0,165.0,Flat,1
Barwon South West,Colac-Otway,2012Q3,11.0,170.0,Flat,1
Barwon South West,Colac-Otway,2012Q4,7.0,185.0,Flat,1
Barwon South West,Colac-Otway,2013Q1,6.0,160.0,Flat,1
Barwon South West,Colac-Otway,2013Q2,7.0,185.0,Flat,1
Barwon South West,Colac-Otway,2013Q3,7.0,150.0,Flat,1
Barwon South West,Colac-Otway,2013Q4,11.0,180.0,Flat,1
Barwon South West,Colac-Otway,2014Q1,13.0,165.0,Flat,1
Barwon South West,Colac-Otway,2014Q2,10.0,175.0,Flat,1
Barwon South West,Colac-Otway,2014Q3,15.0,190.0,Flat,1
Barwon South West,Colac-Otway,2014Q4,9.0,190.0,Flat,1
Barwon South West,Colac-Otway,2015Q1,12.0,190.0,Flat,1
Barwon South West,Colac-Otway,2015Q2,6.0,168.0,Flat,1
Barwon South West,Colac-Otway,2015Q3,7.0,165.0,Flat,1
Barwon South West,Colac-Otway,2015Q4,18.0,180.0,Flat,1
Barwon South West,Colac-Otway,2016Q1,12.0,180.0,Flat,1
Barwon South West,Colac-Otway,2016Q2,6.0,178.0,Flat,1
Barwon South West,Colac-Otway,2016Q3,10.0,195.0,Flat,1
Barwon South West,Colac-Otway,2016Q4,9.0,195.0,Flat,1
Barwon South West,Colac-Otway,2017Q1,5.0,195.0,Flat,1
Barwon South West,Colac-Otway,2017Q2,9.0,195.0,Flat,1
Barwon South West,Colac-Otway,2017Q3,9.0,190.0,Flat,1
Barwon South West,Colac-Otway,2017Q4,9.0,200.0,Flat,1
Barwon South West,Colac-Otway,2018Q1,14.0,190.0,Flat,1
Barwon South West,Colac-Otway,2018Q2,9.0,205.0,Flat,1
Barwon South West,Colac-Otway,2018Q3,12.0,205.0,Flat,1
Barwon South West,Colac-Otway,2019Q1,7.0,205.0,Flat,1
Barwon South West,Colac-Otway,2019Q3,6.0,210.0,Flat,1
Barwon South West,Colac-Otway,2019Q4,8.0,215.0,Flat,1
Barwon South West,Colac-Otway,2020Q1,12.0,253.0,Flat,1
Barwon South West,Colac-Otway,2020Q2,9.0,230.0,Flat,1
Barwon South West,Colac-Otway,2020Q4,10.0,223.0,Flat,1
Barwon South West,Colac-Otway,2021Q1,9.0,230.0,Flat,1
Barwon South West,Colac-Otway,2021Q2,11.0,230.0,Flat,1
Barwon South West,Colac-Otway,2021Q3,14.0,230.0,Flat,1
Barwon South West,Colac-Otway,2022Q1,6.0,255.0,Flat,1
Barwon South West,Colac-Otway,2022Q2,6.0,265.0,Flat,1
Barwon South West,Colac-Otway,2022Q4,6.0,265.0,Flat,1
Barwon South West,Colac-Otway,2023Q1,10.0,265.0,Flat,1
Barwon South West,Colac-Otway,2023Q2,5.0,260.0,Flat,1
Barwon South West,Colac-Otway,2024Q2,7.0,300.0,Flat,1
Barwon South West,Colac-Otway,2024Q3,8.0,290.0,Flat,1
Barwon South West,Corangamite,1999Q3,5.0,60.0,Flat,1
Barwon South West,Corangamite,2000Q3,7.0,55.0,Flat,1
Barwon South West,Corangamite,2002Q3,7.0,80.0,Flat,1
Barwon South West,Corangamite,2009Q2,6.0,130.0,Flat,1
Barwon South West,Corangamite,2009Q3,5.0,135.0,Flat,1
Barwon South West,Corangamite,2011Q1,6.0,100.0,Flat,1
Barwon South West,Corangamite,2011Q4,5.0,180.0,Flat,1
Barwon South West,Corangamite,2013Q4,5.0,120.0,Flat,1
Barwon South West,Corangamite,2015Q1,6.0,123.0,Flat,1
Barwon South West,Corangamite,2018Q3,6.0,168.0,Flat,1
Barwon South West,Glenelg,1999Q2,7.0,65.0,Flat,1
Barwon South West,Glenelg,1999Q4,13.0,70.0,Flat,1
Barwon South West,Glenelg,2000Q1,9.0,80.0,Flat,1
Barwon South West,Glenelg,2000Q2,8.0,72.0,Flat,1
Barwon South West,Glenelg,2000Q3,9.0,70.0,Flat,1
Barwon South West,Glenelg,2000Q4,9.0,75.0,Flat,1
Barwon South West,Glenelg,2001Q1,7.0,85.0,Flat,1
Barwon South West,Glenelg,2001Q2,6.0,83.0,Flat,1
Barwon South West,Glenelg,2001Q3,9.0,85.0,Flat,1
Barwon South West,Glenelg,2001Q4,8.0,83.0,Flat,1
Barwon South West,Glenelg,2002Q1,10.0,88.0,Flat,1
Barwon South West,Glenelg,2002Q2,6.0,85.0,Flat,1
Barwon South West,Glenelg,2002Q3,8.0,90.0,Flat,1
Barwon South West,Glenelg,2002Q4,6.0,88.0,Flat,1
Barwon South West,Glenelg,2003Q1,5.0,95.0,Flat,1
Barwon South West,Glenelg,2003Q2,5.0,90.0,Flat,1
Barwon South West,Glenelg,2003Q3,5.0,95.0,Flat,1
Barwon South West,Glenelg,2003Q4,9.0,100.0,Flat,1
Barwon South West,Glenelg,2004Q1,9.0,90.0,Flat,1
Barwon South West,Glenelg,2004Q4,5.0,110.0,Flat,1
Barwon South West,Glenelg,2005Q1,10.0,100.0,Flat,1
Barwon South West,Glenelg,2005Q2,7.0,100.0,Flat,1
Barwon South West,Glenelg,2005Q3,8.0,100.0,Flat,1
Barwon South West,Glenelg,2005Q4,5.0,90.0,Flat,1
Barwon South West,Glenelg,2006Q1,9.0,100.0,Flat,1
Barwon South West,Glenelg,2006Q3,8.0,105.0,Flat,1
Barwon South West,Glenelg,2007Q2,5.0,115.0,Flat,1
Barwon South West,Glenelg,2007Q3,9.0,110.0,Flat,1
Barwon South West,Glenelg,2007Q4,5.0,120.0,Flat,1
Barwon South West,Glenelg,2008Q1,8.0,195.0,Flat,1
Barwon South West,Glenelg,2008Q2,5.0,130.0,Flat,1
Barwon South West,Glenelg,2008Q3,8.0,123.0,Flat,1
Barwon South West,Glenelg,2008Q4,5.0,145.0,Flat,1
Barwon South West,Glenelg,2009Q1,6.0,150.0,Flat,1
Barwon South West,Glenelg,2009Q2,8.0,128.0,Flat,1
Barwon South West,Glenelg,2009Q4,7.0,125.0,Flat,1
Barwon South West,Glenelg,2010Q1,6.0,120.0,Flat,1
Barwon South West,Glenelg,2010Q2,6.0,125.0,Flat,1
Barwon South West,Glenelg,2010Q3,9.0,125.0,Flat,1
Barwon South West,Glenelg,2011Q1,12.0,150.0,Flat,1
Barwon South West,Glenelg,2011Q2,5.0,120.0,Flat,1
Barwon South West,Glenelg,2011Q3,11.0,140.0,Flat,1
Barwon South West,Glenelg,2011Q4,6.0,125.0,Flat,1
Barwon South West,Glenelg,2012Q1,7.0,140.0,Flat,1
Barwon South West,Glenelg,2012Q2,5.0,150.0,Flat,1
Barwon South West,Glenelg,2012Q3,9.0,130.0,Flat,1
Barwon South West,Glenelg,2012Q4,9.0,140.0,Flat,1
Barwon South West,Glenelg,2013Q1,8.0,150.0,Flat,1
Barwon South West,Glenelg,2013Q3,6.0,138.0,Flat,1
Barwon South West,Glenelg,2013Q4,7.0,145.0,Flat,1
Barwon South West,Glenelg,2014Q2,7.0,150.0,Flat,1
Barwon South West,Glenelg,2014Q4,9.0,170.0,Flat,1
Barwon South West,Glenelg,2015Q1,8.0,178.0,Flat,1
Barwon South West,Glenelg,2015Q2,6.0,135.0,Flat,1
Barwon South West,Glenelg,2015Q3,6.0,148.0,Flat,1
Barwon South West,Glenelg,2015Q4,7.0,155.0,Flat,1
Barwon South West,Glenelg,2016Q1,6.0,135.0,Flat,1
Barwon South West,Glenelg,2016Q3,6.0,148.0,Flat,1
Barwon South West,Glenelg,2016Q4,9.0,150.0,Flat,1
Barwon South West,Glenelg,2017Q1,5.0,160.0,Flat,1
Barwon South West,Glenelg,2017Q2,9.0,150.0,Flat,1
Barwon South West,Glenelg,2017Q3,6.0,160.0,Flat,1
Barwon South West,Glenelg,2017Q4,5.0,160.0,Flat,1
Barwon South West,Glenelg,2018Q1,6.0,160.0,Flat,1
Barwon South West,Glenelg,2018Q2,6.0,148.0,Flat,1
Barwon South West,Glenelg,2018Q3,5.0,150.0,Flat,1
Barwon South West,Glenelg,2018Q4,10.0,153.0,Flat,1
Barwon South West,Glenelg,2019Q2,6.0,173.0,Flat,1
Barwon South West,Glenelg,2019Q4,8.0,170.0,Flat,1
Barwon South West,Glenelg,2020Q1,6.0,170.0,Flat,1
Barwon South West,Glenelg,2020Q2,9.0,200.0,Flat,1
Barwon South West,Glenelg,2020Q4,6.0,180.0,Flat,1
Barwon South West,Glenelg,2021Q2,8.0,235.0,Flat,1
Barwon South West,Glenelg,2021Q3,6.0,190.0,Flat,1
Barwon South West,Glenelg,2021Q4,5.0,180.0,Flat,1
Barwon South West,Glenelg,2022Q1,6.0,235.0,Flat,1
Barwon South West,Glenelg,2022Q2,6.0,260.0,Flat,1
Barwon South West,Glenelg,2022Q3,5.0,250.0,Flat,1
Barwon South West,Glenelg,2024Q1,7.0,260.0,Flat,1
Barwon South West,Glenelg,2024Q2,7.0,235.0,Flat,1
Barwon South West,Glenelg,2024Q3,5.0,250.0,Flat,1
Barwon South West,Greater Geelong,1999Q2,202.0,80.0,Flat,1
Barwon South West,Greater Geelong,1999Q3,204.0,80.0,Flat,1
Barwon South West,Greater Geelong,1999Q4,198.0,80.0,Flat,1
Barwon South West,Greater Geelong,2000Q1,254.0,85.0,Flat,1
Barwon South West,Greater Geelong,2000Q2,187.0,85.0,Flat,1
Barwon South West,Greater Geelong,2000Q3,185.0,85.0,Flat,1
Barwon South West,Greater Geelong,2000Q4,208.0,85.0,Flat,1
Barwon South West,Greater Geelong,2001Q1,245.0,90.0,Flat,1
Barwon South West,Greater Geelong,2001Q2,194.0,90.0,Flat,1
Barwon South West,Greater Geelong,2001Q3,203.0,90.0,Flat,1
Barwon South West,Greater Geelong,2001Q4,187.0,90.0,Flat,1
Barwon South West,Greater Geelong,2002Q1,188.0,90.0,Flat,1
Barwon South West,Greater Geelong,2002Q2,208.0,90.0,Flat,1
Barwon South West,Greater Geelong,2002Q3,182.0,95.0,Flat,1
Barwon South West,Greater Geelong,2002Q4,174.0,95.0,Flat,1
Barwon South West,Greater Geelong,2003Q1,224.0,95.0,Flat,1
Barwon South West,Greater Geelong,2003Q2,181.0,95.0,Flat,1
Barwon South West,Greater Geelong,2003Q3,166.0,95.0,Flat,1
Barwon South West,Greater Geelong,2003Q4,153.0,100.0,Flat,1
Barwon South West,Greater Geelong,2004Q1,209.0,100.0,Flat,1
Barwon South West,Greater Geelong,2004Q2,148.0,100.0,Flat,1
Barwon South West,Greater Geelong,2004Q3,162.0,100.0,Flat,1
Barwon South West,Greater Geelong,2004Q4,162.0,110.0,Flat,1
Barwon South West,Greater Geelong,2005Q1,215.0,105.0,Flat,1
Barwon South West,Greater Geelong,2005Q2,147.0,105.0,Flat,1
Barwon South West,Greater Geelong,2005Q3,167.0,105.0,Flat,1
Barwon South West,Greater Geelong,2005Q4,157.0,105.0,Flat,1
Barwon South West,Greater Geelong,2006Q1,186.0,110.0,Flat,1
Barwon South West,Greater Geelong,2006Q2,156.0,110.0,Flat,1
Barwon South West,Greater Geelong,2006Q3,163.0,115.0,Flat,1
Barwon South West,Greater Geelong,2006Q4,133.0,115.0,Flat,1
Barwon South West,Greater Geelong,2007Q1,185.0,120.0,Flat,1
Barwon South West,Greater Geelong,2007Q2,133.0,120.0,Flat,1
Barwon South West,Greater Geelong,2007Q3,137.0,125.0,Flat,1
Barwon South West,Greater Geelong,2007Q4,151.0,125.0,Flat,1
Barwon South West,Greater Geelong,2008Q1,202.0,135.0,Flat,1
Barwon South West,Greater Geelong,2008Q2,145.0,130.0,Flat,1
Barwon South West,Greater Geelong,2008Q3,171.0,140.0,Flat,1
Barwon South West,Greater Geelong,2008Q4,152.0,145.0,Flat,1
Barwon South West,Greater Geelong,2009Q1,162.0,145.0,Flat,1
Barwon South West,Greater Geelong,2009Q2,170.0,150.0,Flat,1
Barwon South West,Greater Geelong,2009Q3,171.0,150.0,Flat,1
Barwon South West,Greater Geelong,2009Q4,159.0,150.0,Flat,1
Barwon South West,Greater Geelong,2010Q1,162.0,160.0,Flat,1
Barwon South West,Greater Geelong,2010Q2,138.0,165.0,Flat,1
Barwon South West,Greater Geelong,2010Q3,136.0,160.0,Flat,1
Barwon South West,Greater Geelong,2010Q4,123.0,170.0,Flat,1
Barwon South West,Greater Geelong,2011Q1,161.0,180.0,Flat,1
Barwon South West,Greater Geelong,2011Q2,158.0,173.0,Flat,1
Barwon South West,Greater Geelong,2011Q3,161.0,180.0,Flat,1
Barwon South West,Greater Geelong,2011Q4,143.0,185.0,Flat,1
Barwon South West,Greater Geelong,2012Q1,173.0,185.0,Flat,1
Barwon South West,Greater Geelong,2012Q2,146.0,188.0,Flat,1
Barwon South West,Greater Geelong,2012Q3,154.0,190.0,Flat,1
Barwon South West,Greater Geelong,2012Q4,141.0,195.0,Flat,1
Barwon South West,Greater Geelong,2013Q1,175.0,190.0,Flat,1
Barwon South West,Greater Geelong,2013Q2,175.0,200.0,Flat,1
Barwon South West,Greater Geelong,2013Q3,161.0,190.0,Flat,1
Barwon South West,Greater Geelong,2013Q4,164.0,200.0,Flat,1
Barwon South West,Greater Geelong,2014Q1,168.0,200.0,Flat,1
Barwon South West,Greater Geelong,2014Q2,165.0,210.0,Flat,1
Barwon South West,Greater Geelong,2014Q3,156.0,200.0,Flat,1
Barwon South West,Greater Geelong,2014Q4,152.0,200.0,Flat,1
Barwon South West,Greater Geelong,2015Q1,194.0,210.0,Flat,1
Barwon South West,Greater Geelong,2015Q2,135.0,195.0,Flat,1
Barwon South West,Greater Geelong,2015Q3,173.0,210.0,Flat,1
Barwon South West,Greater Geelong,2015Q4,156.0,210.0,Flat,1
Barwon South West,Greater Geelong,2016Q1,183.0,210.0,Flat,1
Barwon South West,Greater Geelong,2016Q2,129.0,210.0,Flat,1
Barwon South West,Greater Geelong,2016Q3,153.0,210.0,Flat,1
Barwon South West,Greater Geelong,2016Q4,157.0,210.0,Flat,1
Barwon South West,Greater Geelong,2017Q1,169.0,215.0,Flat,1
Barwon South West,Greater Geelong,2017Q2,144.0,210.0,Flat,1
Barwon South West,Greater Geelong,2017Q3,143.0,215.0,Flat,1
Barwon South West,Greater Geelong,2017Q4,156.0,215.0,Flat,1
Barwon South West,Greater Geelong,2018Q1,186.0,225.0,Flat,1
Barwon South West,Greater Geelong,2018Q2,115.0,210.0,Flat,1
Barwon South West,Greater Geelong,2018Q3,115.0,225.0,Flat,1
Barwon South West,Greater Geelong,2018Q4,121.0,220.0,Flat,1
Barwon South West,Greater Geelong,2019Q1,147.0,230.0,Flat,1
Barwon South West,Greater Geelong,2019Q2,120.0,225.0,Flat,1
Barwon South West,Greater Geelong,2019Q3,142.0,238.0,Flat,1
Barwon South West,Greater Geelong,2019Q4,154.0,240.0,Flat,1
Barwon South West,Greater Geelong,2020Q1,146.0,260.0,Flat,1
Barwon South West,Greater Geelong,2020Q2,136.0,252.0,Flat,1
Barwon South West,Greater Geelong,2020Q3,141.0,250.0,Flat,1
Barwon South West,Greater Geelong,2020Q4,143.0,250.0,Flat,1
Barwon South West,Greater Geelong,2021Q1,157.0,265.0,Flat,1
Barwon South West,Greater Geelong,2021Q2,113.0,250.0,Flat,1
Barwon South West,Greater Geelong,2021Q3,150.0,260.0,Flat,1
Barwon South West,Greater Geelong,2021Q4,148.0,265.0,Flat,1
Barwon South West,Greater Geelong,2022Q1,142.0,280.0,Flat,1
Barwon South West,Greater Geelong,2022Q2,127.0,290.0,Flat,1
Barwon South West,Greater Geelong,2022Q3,124.0,290.0,Flat,1
Barwon South West,Greater Geelong,2022Q4,136.0,295.0,Flat,1
Barwon South West,Greater Geelong,2023Q1,140.0,300.0,Flat,1
Barwon South West,Greater Geelong,2023Q2,141.0,310.0,Flat,1
Barwon South West,Greater Geelong,2023Q3,137.0,310.0,Flat,1
Barwon South West,Greater Geelong,2023Q4,132.0,320.0,Flat,1
Barwon South West,Greater Geelong,2024Q1,149.0,320.0,Flat,1
Barwon South West,Greater Geelong,2024Q2,137.0,330.0,Flat,1
Barwon South West,Greater Geelong,2024Q3,162.0,325.0,Flat,1
Barwon South West,Greater Geelong,2024Q4,137.0,330.0,Flat,1
Barwon South West,Southern Grampians,1999Q2,9.0,65.0,Flat,1
Barwon South West,Southern Grampians,1999Q3,10.0,68.0,Flat,1
Barwon South West,Southern Grampians,1999Q4,7.0,70.0,Flat,1
Barwon South West,Southern Grampians,2000Q1,10.0,68.0,Flat,1
Barwon South West,Southern Grampians,2000Q2,12.0,70.0,Flat,1
Barwon South West,Southern Grampians,2000Q3,6.0,75.0,Flat,1
Barwon South West,Southern Grampians,2000Q4,15.0,75.0,Flat,1
Barwon South West,Southern Grampians,2001Q1,15.0,75.0,Flat,1
Barwon South West,Southern Grampians,2001Q2,18.0,75.0,Flat,1
Barwon South West,Southern Grampians,2001Q3,12.0,75.0,Flat,1
Barwon South West,Southern Grampians,2001Q4,12.0,68.0,Flat,1
Barwon South West,Southern Grampians,2002Q1,18.0,80.0,Flat,1
Barwon South West,Southern Grampians,2002Q2,11.0,75.0,Flat,1
Barwon South West,Southern Grampians,2002Q3,14.0,75.0,Flat,1
Barwon South West,Southern Grampians,2002Q4,22.0,75.0,Flat,1
Barwon South West,Southern Grampians,2003Q1,14.0,80.0,Flat,1
Barwon South West,Southern Grampians,2003Q2,19.0,80.0,Flat,1
Barwon South West,Southern Grampians,2003Q3,13.0,85.0,Flat,1
Barwon South West,Southern Grampians,2003Q4,9.0,80.0,Flat,1
Barwon South West,Southern Grampians,2004Q1,12.0,88.0,Flat,1
Barwon South West,Southern Grampians,2004Q2,7.0,90.0,Flat,1
Barwon South West,Southern Grampians,2004Q3,9.0,90.0,Flat,1
Barwon South West,Southern Grampians,2005Q1,10.0,95.0,Flat,1
Barwon South West,Southern Grampians,2005Q2,8.0,90.0,Flat,1
Barwon South West,Southern Grampians,2005Q3,5.0,100.0,Flat,1
Barwon South West,Southern Grampians,2005Q4,9.0,92.0,Flat,1
Barwon South West,Southern Grampians,2006Q1,18.0,130.0,Flat,1
Barwon South West,Southern Grampians,2006Q2,6.0,123.0,Flat,1
Barwon South West,Southern Grampians,2006Q3,14.0,98.0,Flat,1
Barwon South West,Southern Grampians,2006Q4,6.0,100.0,Flat,1
Barwon South West,Southern Grampians,2007Q1,10.0,100.0,Flat,1
Barwon South West,Southern Grampians,2007Q2,11.0,115.0,Flat,1
Barwon South West,Southern Grampians,2007Q3,11.0,95.0,Flat,1
Barwon South West,Southern Grampians,2007Q4,12.0,103.0,Flat,1
Barwon South West,Southern Grampians,2008Q1,6.0,113.0,Flat,1
Barwon South West,Southern Grampians,2008Q2,14.0,108.0,Flat,1
Barwon South West,Southern Grampians,2008Q3,14.0,113.0,Flat,1
Barwon South West,Southern Grampians,2008Q4,15.0,100.0,Flat,1
Barwon South West,Southern Grampians,2009Q1,10.0,120.0,Flat,1
Barwon South West,Southern Grampians,2009Q2,8.0,108.0,Flat,1
Barwon South West,Southern Grampians,2009Q3,12.0,120.0,Flat,1
Barwon South West,Southern Grampians,2009Q4,8.0,103.0,Flat,1
Barwon South West,Southern Grampians,2010Q1,9.0,120.0,Flat,1
Barwon South West,Southern Grampians,2010Q2,7.0,120.0,Flat,1
Barwon South West,Southern Grampians,2010Q3,11.0,105.0,Flat,1
Barwon South West,Southern Grampians,2010Q4,8.0,120.0,Flat,1
Barwon South West,Southern Grampians,2011Q1,6.0,110.0,Flat,1
Barwon South West,Southern Grampians,2011Q2,10.0,130.0,Flat,1
Barwon South West,Southern Grampians,2011Q3,6.0,150.0,Flat,1
Barwon South West,Southern Grampians,2011Q4,6.0,125.0,Flat,1
Barwon South West,Southern Grampians,2012Q1,7.0,120.0,Flat,1
Barwon South West,Southern Grampians,2012Q2,7.0,150.0,Flat,1
Barwon South West,Southern Grampians,2012Q3,5.0,150.0,Flat,1
Barwon South West,Southern Grampians,2012Q4,7.0,130.0,Flat,1
Barwon South West,Southern Grampians,2013Q1,10.0,150.0,Flat,1
Barwon South West,Southern Grampians,2013Q2,11.0,135.0,Flat,1
Barwon South West,Southern Grampians,2013Q3,6.0,130.0,Flat,1
Barwon South West,Southern Grampians,2013Q4,7.0,145.0,Flat,1
Barwon South West,Southern Grampians,2014Q1,7.0,120.0,Flat,1
Barwon South West,Southern Grampians,2014Q3,7.0,140.0,Flat,1
Barwon South West,Southern Grampians,2015Q1,9.0,130.0,Flat,1
Barwon South West,Southern Grampians,2015Q3,9.0,140.0,Flat,1
Barwon South West,Southern Grampians,2015Q4,8.0,137.0,Flat,1
Barwon South West,Southern Grampians,2016Q1,11.0,130.0,Flat,1
Barwon South West,Southern Grampians,2016Q2,6.0,145.0,Flat,1
Barwon South West,Southern Grampians,2016Q3,5.0,130.0,Flat,1
Barwon South West,Southern Grampians,2016Q4,5.0,150.0,Flat,1
Barwon South West,Southern Grampians,2017Q1,10.0,140.0,Flat,1
Barwon South West,Southern Grampians,2017Q2,5.0,150.0,Flat,1
Barwon South West,Southern Grampians,2017Q3,9.0,150.0,Flat,1
Barwon South West,Southern Grampians,2017Q4,8.0,135.0,Flat,1
Barwon South West,Southern Grampians,2018Q1,8.0,150.0,Flat,1
Barwon South West,Southern Grampians,2018Q2,11.0,150.0,Flat,1
Barwon South West,Southern Grampians,2018Q3,11.0,140.0,Flat,1
Barwon South West,Southern Grampians,2018Q4,10.0,160.0,Flat,1
Barwon South West,Southern Grampians,2019Q1,10.0,158.0,Flat,1
Barwon South West,Southern Grampians,2019Q3,7.0,160.0,Flat,1
Barwon South West,Southern Grampians,2019Q4,5.0,150.0,Flat,1
Barwon South West,Southern Grampians,2020Q3,5.0,150.0,Flat,1
Barwon South West,Southern Grampians,2020Q4,5.0,180.0,Flat,1
Barwon South West,Southern Grampians,2021Q2,7.0,190.0,Flat,1
Barwon South West,Southern Grampians,2021Q3,5.0,210.0,Flat,1
Barwon South West,Southern Grampians,2022Q2,5.0,180.0,Flat,1
Barwon South West,Southern Grampians,2022Q3,6.0,220.0,Flat,1
Barwon South West,Southern Grampians,2023Q1,6.0,228.0,Flat,1
Barwon South West,Southern Grampians,2023Q2,8.0,205.0,Flat,1
Barwon South West,Southern Grampians,2023Q3,5.0,230.0,Flat,1
Barwon South West,Southern Grampians,2023Q4,5.0,240.0,Flat,1
Barwon South West,Southern Grampians,2024Q2,10.0,240.0,Flat,1
Barwon South West,Southern Grampians,2024Q3,7.0,240.0,Flat,1
Barwon South West,Surf Coast,1999Q2,9.0,100.0,Flat,1
Barwon South West,Surf Coast,1999Q3,9.0,92.0,Flat,1
Barwon South West,Surf Coast,1999Q4,9.0,100.0,Flat,1
Barwon South West,Surf Coast,2000Q1,8.0,118.0,Flat,1
Barwon South West,Surf Coast,2000Q2,12.0,95.0,Flat,1
Barwon South West,Surf Coast,2000Q3,7.0,115.0,Flat,1
Barwon South West,Surf Coast,2000Q4,10.0,90.0,Flat,1
Barwon South West,Surf Coast,2001Q1,9.0,100.0,Flat,1
Barwon South West,Surf Coast,2001Q2,5.0,105.0,Flat,1
Barwon South West,Surf Coast,2001Q3,12.0,120.0,Flat,1
Barwon South West,Surf Coast,2001Q4,7.0,110.0,Flat,1
Barwon South West,Surf Coast,2002Q1,6.0,115.0,Flat,1
Barwon South West,Surf Coast,2002Q2,10.0,120.0,Flat,1
Barwon South West,Surf Coast,2002Q3,12.0,135.0,Flat,1
Barwon South West,Surf Coast,2002Q4,5.0,120.0,Flat,1
Barwon South West,Surf Coast,2003Q1,7.0,115.0,Flat,1
Barwon South West,Surf Coast,2003Q2,9.0,115.0,Flat,1
Barwon South West,Surf Coast,2004Q1,7.0,130.0,Flat,1
Barwon South West,Surf Coast,2004Q2,6.0,113.0,Flat,1
Barwon South West,Surf Coast,2004Q4,8.0,153.0,Flat,1
Barwon South West,Surf Coast,2005Q2,6.0,145.0,Flat,1
Barwon South West,Surf Coast,2005Q3,6.0,153.0,Flat,1
Barwon South West,Surf Coast,2005Q4,6.0,145.0,Flat,1
Barwon South West,Surf Coast,2006Q3,11.0,150.0,Flat,1
Barwon South West,Surf Coast,2006Q4,6.0,148.0,Flat,1
Barwon South West,Surf Coast,2007Q1,5.0,160.0,Flat,1
Barwon South West,Surf Coast,2007Q2,6.0,163.0,Flat,1
Barwon South West,Surf Coast,2007Q4,9.0,170.0,Flat,1
