Region,LGA,Quarter,Count,Median,Property Type,Number of Bedrooms
Grampians,Northern Grampians,2011Q1,5.0,105.0,Flat,1
Grampians,Northern Grampians,2011Q3,6.0,100.0,Flat,1
Grampians,Northern Grampians,2011Q4,5.0,100.0,Flat,1
Grampians,Northern Grampians,2012Q1,7.0,115.0,Flat,1
Grampians,Northern Grampians,2012Q3,5.0,95.0,Flat,1
Grampians,Northern Grampians,2012Q4,10.0,108.0,Flat,1
Grampians,Northern Grampians,2013Q1,7.0,95.0,Flat,1
Grampians,Northern Grampians,2013Q2,5.0,120.0,Flat,1
Grampians,Northern Grampians,2013Q4,5.0,140.0,Flat,1
Grampians,Northern Grampians,2014Q1,6.0,115.0,Flat,1
Grampians,Northern Grampians,2014Q2,5.0,120.0,Flat,1
Grampians,Northern Grampians,2014Q4,10.0,190.0,Flat,1
Grampians,Northern Grampians,2015Q1,7.0,100.0,Flat,1
Grampians,Northern Grampians,2015Q2,8.0,123.0,Flat,1
Grampians,Northern Grampians,2015Q3,6.0,128.0,Flat,1
Grampians,Northern Grampians,2015Q4,10.0,123.0,Flat,1
Grampians,Northern Grampians,2016Q2,7.0,150.0,Flat,1
Grampians,Northern Grampians,2016Q3,6.0,133.0,Flat,1
Grampians,Northern Grampians,2016Q4,9.0,135.0,Flat,1
Grampians,Northern Grampians,2017Q2,9.0,150.0,Flat,1
Grampians,Northern Grampians,2017Q4,13.0,120.0,Flat,1
Grampians,Northern Grampians,2018Q1,12.0,140.0,Flat,1
Grampians,Northern Grampians,2018Q2,8.0,145.0,Flat,1
Grampians,Northern Grampians,2018Q4,6.0,138.0,Flat,1
Grampians,Northern Grampians,2019Q2,11.0,160.0,Flat,1
Grampians,Northern Grampians,2019Q4,11.0,150.0,Flat,1
Grampians,Northern Grampians,2020Q1,9.0,145.0,Flat,1
Grampians,Northern Grampians,2021Q3,5.0,190.0,Flat,1
Grampians,Northern Grampians,2021Q4,7.0,200.0,Flat,1
Grampians,Northern Grampians,2022Q1,8.0,173.0,Flat,1
Grampians,Northern Grampians,2022Q2,9.0,185.0,Flat,1
Grampians,Northern Grampians,2022Q3,5.0,165.0,Flat,1
Grampians,Northern Grampians,2022Q4,6.0,195.0,Flat,1
Grampians,Northern Grampians,2023Q2,6.0,220.0,Flat,1
Grampians,Northern Grampians,2023Q3,5.0,185.0,Flat,1
Grampians,Yarriambiack,2010Q4,5.0,95.0,Flat,1
Grampians,Yarriambiack,2011Q3,6.0,105.0,Flat,1
Grampians,Yarriambiack,2017Q2,6.0,110.0,Flat,1
Grampians,Yarriambiack,2018Q3,6.0,120.0,Flat,1
Loddon Mallee,Buloke,2010Q4,6.0,108.0,Flat,1
Loddon Mallee,Buloke,2016Q4,6.0,118.0,Flat,1
Loddon Mallee,Campaspe,1999Q2,14.0,83.0,Flat,1
Loddon Mallee,Campaspe,1999Q3,15.0,90.0,Flat,1
Loddon Mallee,Campaspe,1999Q4,19.0,85.0,Flat,1
Loddon Mallee,Campaspe,2000Q1,11.0,90.0,Flat,1
Loddon Mallee,Campaspe,2000Q2,15.0,85.0,Flat,1
Loddon Mallee,Campaspe,2000Q3,19.0,85.0,Flat,1
Loddon Mallee,Campaspe,2000Q4,23.0,90.0,Flat,1
Loddon Mallee,Campaspe,2001Q1,14.0,90.0,Flat,1
Loddon Mallee,Campaspe,2001Q2,5.0,105.0,Flat,1
Loddon Mallee,Campaspe,2001Q3,18.0,93.0,Flat,1
Loddon Mallee,Campaspe,2001Q4,14.0,90.0,Flat,1
Loddon Mallee,Campaspe,2002Q1,19.0,90.0,Flat,1
Loddon Mallee,Campaspe,2002Q2,5.0,100.0,Flat,1
Loddon Mallee,Campaspe,2002Q3,18.0,90.0,Flat,1
Loddon Mallee,Campaspe,2002Q4,26.0,89.0,Flat,1
Loddon Mallee,Campaspe,2003Q1,17.0,90.0,Flat,1
Loddon Mallee,Campaspe,2003Q2,18.0,89.0,Flat,1
Loddon Mallee,Campaspe,2003Q3,23.0,95.0,Flat,1
Loddon Mallee,Campaspe,2003Q4,16.0,93.0,Flat,1
Loddon Mallee,Campaspe,2004Q1,19.0,90.0,Flat,1
Loddon Mallee,Campaspe,2004Q2,21.0,89.0,Flat,1
Loddon Mallee,Campaspe,2004Q3,18.0,89.0,Flat,1
Loddon Mallee,Campaspe,2004Q4,22.0,89.0,Flat,1
Loddon Mallee,Campaspe,2005Q1,22.0,90.0,Flat,1
Loddon Mallee,Campaspe,2005Q2,14.0,90.0,Flat,1
Loddon Mallee,Campaspe,2005Q3,14.0,100.0,Flat,1
Loddon Mallee,Campaspe,2005Q4,17.0,95.0,Flat,1
Loddon Mallee,Campaspe,2006Q1,20.0,95.0,Flat,1
Loddon Mallee,Campaspe,2006Q2,12.0,103.0,Flat,1
Loddon Mallee,Campaspe,2006Q3,11.0,95.0,Flat,1
Loddon Mallee,Campaspe,2006Q4,9.0,95.0,Flat,1
Loddon Mallee,Campaspe,2007Q1,17.0,110.0,Flat,1
Loddon Mallee,Campaspe,2007Q2,15.0,120.0,Flat,1
Loddon Mallee,Campaspe,2007Q3,13.0,110.0,Flat,1
Loddon Mallee,Campaspe,2007Q4,10.0,123.0,Flat,1
Loddon Mallee,Campaspe,2008Q1,14.0,108.0,Flat,1
Loddon Mallee,Campaspe,2008Q2,11.0,120.0,Flat,1
Loddon Mallee,Campaspe,2008Q3,9.0,110.0,Flat,1
Loddon Mallee,Campaspe,2008Q4,15.0,130.0,Flat,1
Loddon Mallee,Campaspe,2009Q1,17.0,125.0,Flat,1
Loddon Mallee,Campaspe,2009Q2,20.0,115.0,Flat,1
Loddon Mallee,Campaspe,2009Q3,17.0,115.0,Flat,1
Loddon Mallee,Campaspe,2009Q4,9.0,130.0,Flat,1
Loddon Mallee,Campaspe,2010Q1,17.0,120.0,Flat,1
Loddon Mallee,Campaspe,2010Q2,10.0,123.0,Flat,1
Loddon Mallee,Campaspe,2010Q3,9.0,100.0,Flat,1
Loddon Mallee,Campaspe,2010Q4,11.0,120.0,Flat,1
Loddon Mallee,Campaspe,2011Q1,22.0,120.0,Flat,1
Loddon Mallee,Campaspe,2011Q2,13.0,130.0,Flat,1
Loddon Mallee,Campaspe,2011Q3,14.0,138.0,Flat,1
Loddon Mallee,Campaspe,2011Q4,8.0,123.0,Flat,1
Loddon Mallee,Campaspe,2012Q1,12.0,150.0,Flat,1
Loddon Mallee,Campaspe,2012Q2,14.0,125.0,Flat,1
Loddon Mallee,Campaspe,2012Q3,6.0,125.0,Flat,1
Loddon Mallee,Campaspe,2012Q4,7.0,140.0,Flat,1
Loddon Mallee,Campaspe,2013Q1,14.0,123.0,Flat,1
Loddon Mallee,Campaspe,2013Q2,12.0,133.0,Flat,1
Loddon Mallee,Campaspe,2013Q3,16.0,125.0,Flat,1
Loddon Mallee,Campaspe,2013Q4,15.0,125.0,Flat,1
Loddon Mallee,Campaspe,2014Q2,7.0,145.0,Flat,1
Loddon Mallee,Campaspe,2014Q3,13.0,120.0,Flat,1
Loddon Mallee,Campaspe,2014Q4,15.0,125.0,Flat,1
Loddon Mallee,Campaspe,2015Q1,13.0,140.0,Flat,1
Loddon Mallee,Campaspe,2015Q2,10.0,150.0,Flat,1
Loddon Mallee,Campaspe,2015Q3,11.0,170.0,Flat,1
Loddon Mallee,Campaspe,2015Q4,15.0,150.0,Flat,1
Loddon Mallee,Campaspe,2016Q1,11.0,145.0,Flat,1
Loddon Mallee,Campaspe,2016Q3,11.0,145.0,Flat,1
Loddon Mallee,Campaspe,2017Q1,5.0,150.0,Flat,1
Loddon Mallee,Campaspe,2017Q2,15.0,150.0,Flat,1
Loddon Mallee,Campaspe,2017Q3,10.0,148.0,Flat,1
Loddon Mallee,Campaspe,2017Q4,12.0,130.0,Flat,1
Loddon Mallee,Campaspe,2018Q1,10.0,148.0,Flat,1
Loddon Mallee,Campaspe,2018Q2,12.0,150.0,Flat,1
Loddon Mallee,Campaspe,2018Q3,6.0,150.0,Flat,1
Loddon Mallee,Campaspe,2018Q4,15.0,150.0,Flat,1
Loddon Mallee,Campaspe,2019Q1,8.0,155.0,Flat,1
Loddon Mallee,Campaspe,2019Q2,8.0,148.0,Flat,1
Loddon Mallee,Campaspe,2019Q3,10.0,165.0,Flat,1
Loddon Mallee,Campaspe,2019Q4,11.0,165.0,Flat,1
Loddon Mallee,Campaspe,2020Q1,16.0,175.0,Flat,1
Loddon Mallee,Campaspe,2020Q2,7.0,165.0,Flat,1
Loddon Mallee,Campaspe,2020Q3,11.0,150.0,Flat,1
Loddon Mallee,Campaspe,2020Q4,13.0,170.0,Flat,1
Loddon Mallee,Campaspe,2021Q1,9.0,170.0,Flat,1
Loddon Mallee,Campaspe,2021Q2,7.0,180.0,Flat,1
Loddon Mallee,Campaspe,2021Q3,12.0,200.0,Flat,1
Loddon Mallee,Campaspe,2021Q4,6.0,188.0,Flat,1
Loddon Mallee,Campaspe,2022Q1,7.0,180.0,Flat,1
Loddon Mallee,Campaspe,2022Q2,10.0,200.0,Flat,1
Loddon Mallee,Campaspe,2022Q3,14.0,228.0,Flat,1
Loddon Mallee,Campaspe,2023Q1,11.0,220.0,Flat,1
Loddon Mallee,Campaspe,2023Q2,6.0,228.0,Flat,1
Loddon Mallee,Campaspe,2023Q3,10.0,230.0,Flat,1
Loddon Mallee,Campaspe,2023Q4,7.0,230.0,Flat,1
Loddon Mallee,Campaspe,2024Q1,5.0,230.0,Flat,1
Loddon Mallee,Campaspe,2024Q2,10.0,240.0,Flat,1
Loddon Mallee,Campaspe,2024Q3,12.0,280.0,Flat,1
Loddon Mallee,Campaspe,2024Q4,13.0,250.0,Flat,1
Loddon Mallee,Central Goldfields,1999Q2,5.0,80.0,Flat,1
Loddon Mallee,Central Goldfields,1999Q3,7.0,75.0,Flat,1
Loddon Mallee,Central Goldfields,2000Q2,8.0,78.0,Flat,1
Loddon Mallee,Central Goldfields,2000Q3,5.0,90.0,Flat,1
Loddon Mallee,Central Goldfields,2001Q2,6.0,80.0,Flat,1
Loddon Mallee,Central Goldfields,2001Q3,6.0,72.0,Flat,1
Loddon Mallee,Central Goldfields,2001Q4,6.0,80.0,Flat,1
Loddon Mallee,Central Goldfields,2002Q1,7.0,85.0,Flat,1
Loddon Mallee,Central Goldfields,2003Q1,6.0,73.0,Flat,1
Loddon Mallee,Central Goldfields,2003Q2,5.0,100.0,Flat,1
Loddon Mallee,Central Goldfields,2003Q4,5.0,75.0,Flat,1
Loddon Mallee,Central Goldfields,2004Q1,6.0,93.0,Flat,1
Loddon Mallee,Central Goldfields,2004Q4,5.0,90.0,Flat,1
Loddon Mallee,Central Goldfields,2005Q1,5.0,105.0,Flat,1
Loddon Mallee,Central Goldfields,2005Q3,6.0,100.0,Flat,1
Loddon Mallee,Central Goldfields,2006Q1,6.0,100.0,Flat,1
Loddon Mallee,Central Goldfields,2006Q3,5.0,100.0,Flat,1
Loddon Mallee,Central Goldfields,2007Q1,5.0,90.0,Flat,1
Loddon Mallee,Central Goldfields,2008Q1,5.0,105.0,Flat,1
Loddon Mallee,Central Goldfields,2010Q1,7.0,105.0,Flat,1
Loddon Mallee,Central Goldfields,2011Q1,5.0,125.0,Flat,1
Loddon Mallee,Central Goldfields,2012Q1,5.0,125.0,Flat,1
Loddon Mallee,Central Goldfields,2016Q2,8.0,170.0,Flat,1
Loddon Mallee,Central Goldfields,2016Q3,6.0,165.0,Flat,1
Loddon Mallee,Central Goldfields,2017Q3,6.0,173.0,Flat,1
Loddon Mallee,Central Goldfields,2017Q4,7.0,160.0,Flat,1
Loddon Mallee,Central Goldfields,2018Q2,6.0,160.0,Flat,1
Loddon Mallee,Central Goldfields,2018Q4,6.0,185.0,Flat,1
Loddon Mallee,Central Goldfields,2019Q3,6.0,180.0,Flat,1
Loddon Mallee,Central Goldfields,2020Q1,5.0,165.0,Flat,1
Loddon Mallee,Gannawarra,1999Q2,6.0,83.0,Flat,1
Loddon Mallee,Gannawarra,2001Q1,7.0,85.0,Flat,1
Loddon Mallee,Gannawarra,2001Q3,5.0,90.0,Flat,1
Loddon Mallee,Gannawarra,2002Q3,6.0,93.0,Flat,1
Loddon Mallee,Gannawarra,2003Q2,6.0,88.0,Flat,1
Loddon Mallee,Gannawarra,2006Q1,7.0,87.0,Flat,1
Loddon Mallee,Gannawarra,2011Q4,5.0,140.0,Flat,1
Loddon Mallee,Gannawarra,2013Q4,5.0,120.0,Flat,1
Loddon Mallee,Greater Bendigo,1999Q2,52.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,1999Q3,40.0,85.0,Flat,1
Loddon Mallee,Greater Bendigo,1999Q4,41.0,85.0,Flat,1
Loddon Mallee,Greater Bendigo,2000Q1,56.0,85.0,Flat,1
Loddon Mallee,Greater Bendigo,2000Q2,40.0,85.0,Flat,1
Loddon Mallee,Greater Bendigo,2000Q3,47.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,2000Q4,50.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,2001Q1,65.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,2001Q2,39.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,2001Q3,38.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,2001Q4,33.0,90.0,Flat,1
Loddon Mallee,Greater Bendigo,2002Q1,54.0,95.0,Flat,1
Loddon Mallee,Greater Bendigo,2002Q2,39.0,100.0,Flat,1
Loddon Mallee,Greater Bendigo,2002Q3,39.0,95.0,Flat,1
Loddon Mallee,Greater Bendigo,2002Q4,37.0,100.0,Flat,1
Loddon Mallee,Greater Bendigo,2003Q1,51.0,100.0,Flat,1
Loddon Mallee,Greater Bendigo,2003Q2,27.0,100.0,Flat,1
Loddon Mallee,Greater Bendigo,2003Q3,33.0,100.0,Flat,1
Loddon Mallee,Greater Bendigo,2003Q4,34.0,105.0,Flat,1
Loddon Mallee,Greater Bendigo,2004Q1,57.0,110.0,Flat,1
Loddon Mallee,Greater Bendigo,2004Q2,28.0,110.0,Flat,1
Loddon Mallee,Greater Bendigo,2004Q3,48.0,111.0,Flat,1
Loddon Mallee,Greater Bendigo,2004Q4,26.0,113.0,Flat,1
Loddon Mallee,Greater Bendigo,2005Q1,45.0,110.0,Flat,1
Loddon Mallee,Greater Bendigo,2005Q2,39.0,115.0,Flat,1
Loddon Mallee,Greater Bendigo,2005Q3,39.0,115.0,Flat,1
Loddon Mallee,Greater Bendigo,2005Q4,34.0,110.0,Flat,1
Loddon Mallee,Greater Bendigo,2006Q1,58.0,120.0,Flat,1
Loddon Mallee,Greater Bendigo,2006Q2,41.0,120.0,Flat,1
Loddon Mallee,Greater Bendigo,2006Q3,31.0,120.0,Flat,1
Loddon Mallee,Greater Bendigo,2006Q4,34.0,110.0,Flat,1
Loddon Mallee,Greater Bendigo,2007Q1,51.0,125.0,Flat,1
Loddon Mallee,Greater Bendigo,2007Q2,35.0,120.0,Flat,1
Loddon Mallee,Greater Bendigo,2007Q3,30.0,123.0,Flat,1
Loddon Mallee,Greater Bendigo,2007Q4,40.0,125.0,Flat,1
Loddon Mallee,Greater Bendigo,2008Q1,35.0,125.0,Flat,1
Loddon Mallee,Greater Bendigo,2008Q2,36.0,125.0,Flat,1
Loddon Mallee,Greater Bendigo,2008Q3,28.0,130.0,Flat,1
Loddon Mallee,Greater Bendigo,2008Q4,44.0,128.0,Flat,1
Loddon Mallee,Greater Bendigo,2009Q1,23.0,135.0,Flat,1
Loddon Mallee,Greater Bendigo,2009Q2,37.0,130.0,Flat,1
Loddon Mallee,Greater Bendigo,2009Q3,37.0,135.0,Flat,1
Loddon Mallee,Greater Bendigo,2009Q4,39.0,140.0,Flat,1
Loddon Mallee,Greater Bendigo,2010Q1,39.0,135.0,Flat,1
Loddon Mallee,Greater Bendigo,2010Q2,32.0,135.0,Flat,1
Loddon Mallee,Greater Bendigo,2010Q3,38.0,150.0,Flat,1
Loddon Mallee,Greater Bendigo,2010Q4,28.0,140.0,Flat,1
Loddon Mallee,Greater Bendigo,2011Q1,32.0,144.0,Flat,1
Loddon Mallee,Greater Bendigo,2011Q2,31.0,150.0,Flat,1
Loddon Mallee,Greater Bendigo,2011Q3,26.0,163.0,Flat,1
Loddon Mallee,Greater Bendigo,2011Q4,27.0,155.0,Flat,1
Loddon Mallee,Greater Bendigo,2012Q1,44.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2012Q2,41.0,155.0,Flat,1
Loddon Mallee,Greater Bendigo,2012Q3,34.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2012Q4,32.0,170.0,Flat,1
Loddon Mallee,Greater Bendigo,2013Q1,56.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2013Q2,27.0,165.0,Flat,1
Loddon Mallee,Greater Bendigo,2013Q3,27.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2013Q4,34.0,167.0,Flat,1
Loddon Mallee,Greater Bendigo,2014Q1,37.0,165.0,Flat,1
Loddon Mallee,Greater Bendigo,2014Q2,28.0,165.0,Flat,1
Loddon Mallee,Greater Bendigo,2014Q3,33.0,170.0,Flat,1
Loddon Mallee,Greater Bendigo,2014Q4,29.0,170.0,Flat,1
Loddon Mallee,Greater Bendigo,2015Q1,34.0,170.0,Flat,1
Loddon Mallee,Greater Bendigo,2015Q2,20.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2015Q3,43.0,170.0,Flat,1
Loddon Mallee,Greater Bendigo,2015Q4,25.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2016Q1,33.0,180.0,Flat,1
Loddon Mallee,Greater Bendigo,2016Q2,36.0,183.0,Flat,1
Loddon Mallee,Greater Bendigo,2016Q3,26.0,180.0,Flat,1
Loddon Mallee,Greater Bendigo,2016Q4,38.0,180.0,Flat,1
Loddon Mallee,Greater Bendigo,2017Q1,56.0,176.0,Flat,1
Loddon Mallee,Greater Bendigo,2017Q2,28.0,188.0,Flat,1
Loddon Mallee,Greater Bendigo,2017Q3,32.0,178.0,Flat,1
Loddon Mallee,Greater Bendigo,2017Q4,23.0,160.0,Flat,1
Loddon Mallee,Greater Bendigo,2018Q1,52.0,200.0,Flat,1
Loddon Mallee,Greater Bendigo,2018Q2,39.0,185.0,Flat,1
Loddon Mallee,Greater Bendigo,2018Q3,31.0,180.0,Flat,1
Loddon Mallee,Greater Bendigo,2018Q4,27.0,180.0,Flat,1
Loddon Mallee,Greater Bendigo,2019Q1,19.0,180.0,Flat,1
Loddon Mallee,Greater Bendigo,2019Q2,24.0,184.0,Flat,1
Loddon Mallee,Greater Bendigo,2019Q3,45.0,200.0,Flat,1
Loddon Mallee,Greater Bendigo,2019Q4,42.0,190.0,Flat,1
Loddon Mallee,Greater Bendigo,2020Q1,28.0,200.0,Flat,1
Loddon Mallee,Greater Bendigo,2020Q2,25.0,200.0,Flat,1
Loddon Mallee,Greater Bendigo,2020Q3,24.0,205.0,Flat,1
Loddon Mallee,Greater Bendigo,2020Q4,23.0,220.0,Flat,1
Loddon Mallee,Greater Bendigo,2021Q1,28.0,220.0,Flat,1
Loddon Mallee,Greater Bendigo,2021Q2,21.0,225.0,Flat,1
Loddon Mallee,Greater Bendigo,2021Q3,21.0,220.0,Flat,1
Loddon Mallee,Greater Bendigo,2021Q4,31.0,270.0,Flat,1
Loddon Mallee,Greater Bendigo,2022Q1,33.0,230.0,Flat,1
Loddon Mallee,Greater Bendigo,2022Q2,24.0,265.0,Flat,1
Loddon Mallee,Greater Bendigo,2022Q3,25.0,250.0,Flat,1
Loddon Mallee,Greater Bendigo,2022Q4,23.0,270.0,Flat,1
Loddon Mallee,Greater Bendigo,2023Q1,34.0,300.0,Flat,1
Loddon Mallee,Greater Bendigo,2023Q2,17.0,280.0,Flat,1
Loddon Mallee,Greater Bendigo,2023Q3,29.0,280.0,Flat,1
Loddon Mallee,Greater Bendigo,2023Q4,17.0,275.0,Flat,1
Loddon Mallee,Greater Bendigo,2024Q1,23.0,275.0,Flat,1
Loddon Mallee,Greater Bendigo,2024Q2,26.0,288.0,Flat,1
Loddon Mallee,Greater Bendigo,2024Q3,18.0,278.0,Flat,1
Loddon Mallee,Greater Bendigo,2024Q4,14.0,293.0,Flat,1
Loddon Mallee,Macedon Ranges,1999Q2,6.0,78.0,Flat,1
Loddon Mallee,Macedon Ranges,1999Q3,7.0,90.0,Flat,1
Loddon Mallee,Macedon Ranges,1999Q4,5.0,90.0,Flat,1
Loddon Mallee,Macedon Ranges,2000Q1,9.0,90.0,Flat,1
Loddon Mallee,Macedon Ranges,2000Q2,8.0,95.0,Flat,1
Loddon Mallee,Macedon Ranges,2000Q4,6.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2001Q1,7.0,65.0,Flat,1
Loddon Mallee,Macedon Ranges,2001Q3,10.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2001Q4,7.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2002Q1,9.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2002Q2,8.0,90.0,Flat,1
Loddon Mallee,Macedon Ranges,2002Q3,8.0,132.0,Flat,1
Loddon Mallee,Macedon Ranges,2003Q1,8.0,93.0,Flat,1
Loddon Mallee,Macedon Ranges,2003Q2,5.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2003Q3,13.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2003Q4,7.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2004Q1,8.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2004Q3,7.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2004Q4,11.0,100.0,Flat,1
Loddon Mallee,Macedon Ranges,2005Q1,9.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2005Q2,9.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2005Q3,17.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2005Q4,5.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2006Q1,6.0,125.0,Flat,1
Loddon Mallee,Macedon Ranges,2006Q2,11.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2006Q3,6.0,133.0,Flat,1
Loddon Mallee,Macedon Ranges,2006Q4,9.0,110.0,Flat,1
Loddon Mallee,Macedon Ranges,2007Q1,5.0,91.0,Flat,1
Loddon Mallee,Macedon Ranges,2007Q2,6.0,138.0,Flat,1
Loddon Mallee,Macedon Ranges,2007Q3,6.0,115.0,Flat,1
Loddon Mallee,Macedon Ranges,2007Q4,6.0,135.0,Flat,1
Loddon Mallee,Macedon Ranges,2008Q1,6.0,140.0,Flat,1
Loddon Mallee,Macedon Ranges,2008Q4,5.0,150.0,Flat,1
Loddon Mallee,Macedon Ranges,2009Q1,9.0,138.0,Flat,1
Loddon Mallee,Macedon Ranges,2009Q2,8.0,143.0,Flat,1
Loddon Mallee,Macedon Ranges,2009Q3,5.0,150.0,Flat,1
Loddon Mallee,Macedon Ranges,2009Q4,5.0,180.0,Flat,1
Loddon Mallee,Macedon Ranges,2010Q1,6.0,147.0,Flat,1
Loddon Mallee,Macedon Ranges,2010Q2,7.0,126.0,Flat,1
Loddon Mallee,Macedon Ranges,2010Q4,5.0,138.0,Flat,1
Loddon Mallee,Macedon Ranges,2011Q3,8.0,160.0,Flat,1
Loddon Mallee,Macedon Ranges,2012Q1,6.0,195.0,Flat,1
Loddon Mallee,Macedon Ranges,2012Q2,6.0,225.0,Flat,1
Loddon Mallee,Macedon Ranges,2012Q3,8.0,188.0,Flat,1
Loddon Mallee,Macedon Ranges,2013Q1,5.0,190.0,Flat,1
Loddon Mallee,Macedon Ranges,2013Q2,7.0,200.0,Flat,1
Loddon Mallee,Macedon Ranges,2013Q4,7.0,200.0,Flat,1
Loddon Mallee,Macedon Ranges,2015Q1,6.0,210.0,Flat,1
Loddon Mallee,Macedon Ranges,2015Q2,6.0,165.0,Flat,1
Loddon Mallee,Macedon Ranges,2015Q3,10.0,235.0,Flat,1
Loddon Mallee,Macedon Ranges,2015Q4,5.0,170.0,Flat,1
Loddon Mallee,Macedon Ranges,2016Q2,7.0,200.0,Flat,1
Loddon Mallee,Macedon Ranges,2016Q3,8.0,180.0,Flat,1
Loddon Mallee,Macedon Ranges,2017Q1,5.0,250.0,Flat,1
Loddon Mallee,Macedon Ranges,2017Q2,5.0,230.0,Flat,1
Loddon Mallee,Macedon Ranges,2017Q4,8.0,225.0,Flat,1
Loddon Mallee,Macedon Ranges,2018Q1,8.0,210.0,Flat,1
Loddon Mallee,Macedon Ranges,2018Q3,6.0,213.0,Flat,1
Loddon Mallee,Macedon Ranges,2019Q2,5.0,195.0,Flat,1
Loddon Mallee,Macedon Ranges,2020Q1,6.0,193.0,Flat,1
Loddon Mallee,Macedon Ranges,2020Q3,5.0,235.0,Flat,1
Loddon Mallee,Macedon Ranges,2021Q1,5.0,252.0,Flat,1
Loddon Mallee,Macedon Ranges,2021Q4,5.0,280.0,Flat,1
Loddon Mallee,Macedon Ranges,2022Q2,5.0,315.0,Flat,1
Loddon Mallee,Macedon Ranges,2022Q3,5.0,300.0,Flat,1
Loddon Mallee,Macedon Ranges,2022Q4,6.0,330.0,Flat,1
Loddon Mallee,Macedon Ranges,2023Q3,9.0,360.0,Flat,1
Loddon Mallee,Macedon Ranges,2024Q1,7.0,370.0,Flat,1
Loddon Mallee,Mildura,1999Q2,19.0,75.0,Flat,1
Loddon Mallee,Mildura,1999Q3,17.0,80.0,Flat,1
Loddon Mallee,Mildura,1999Q4,27.0,80.0,Flat,1
Loddon Mallee,Mildura,2000Q1,18.0,80.0,Flat,1
Loddon Mallee,Mildura,2000Q2,27.0,85.0,Flat,1
Loddon Mallee,Mildura,2000Q3,17.0,85.0,Flat,1
Loddon Mallee,Mildura,2000Q4,23.0,85.0,Flat,1
Loddon Mallee,Mildura,2001Q1,26.0,85.0,Flat,1
Loddon Mallee,Mildura,2001Q2,22.0,85.0,Flat,1
Loddon Mallee,Mildura,2001Q3,20.0,88.0,Flat,1
Loddon Mallee,Mildura,2001Q4,19.0,85.0,Flat,1
Loddon Mallee,Mildura,2002Q1,21.0,95.0,Flat,1
Loddon Mallee,Mildura,2002Q2,14.0,88.0,Flat,1
Loddon Mallee,Mildura,2002Q3,20.0,95.0,Flat,1
Loddon Mallee,Mildura,2002Q4,18.0,88.0,Flat,1
Loddon Mallee,Mildura,2003Q1,18.0,98.0,Flat,1
Loddon Mallee,Mildura,2003Q2,29.0,95.0,Flat,1
Loddon Mallee,Mildura,2003Q3,18.0,95.0,Flat,1
Loddon Mallee,Mildura,2003Q4,22.0,100.0,Flat,1
Loddon Mallee,Mildura,2004Q1,25.0,95.0,Flat,1
Loddon Mallee,Mildura,2004Q2,20.0,100.0,Flat,1
Loddon Mallee,Mildura,2004Q3,16.0,110.0,Flat,1
Loddon Mallee,Mildura,2004Q4,35.0,97.0,Flat,1
Loddon Mallee,Mildura,2005Q1,27.0,105.0,Flat,1
Loddon Mallee,Mildura,2005Q2,20.0,98.0,Flat,1
Loddon Mallee,Mildura,2005Q3,22.0,100.0,Flat,1
Loddon Mallee,Mildura,2005Q4,22.0,98.0,Flat,1
Loddon Mallee,Mildura,2006Q1,20.0,98.0,Flat,1
Loddon Mallee,Mildura,2006Q2,18.0,100.0,Flat,1
Loddon Mallee,Mildura,2006Q3,12.0,92.0,Flat,1
Loddon Mallee,Mildura,2006Q4,20.0,100.0,Flat,1
Loddon Mallee,Mildura,2007Q1,20.0,100.0,Flat,1
Loddon Mallee,Mildura,2007Q2,19.0,120.0,Flat,1
Loddon Mallee,Mildura,2007Q3,13.0,95.0,Flat,1
Loddon Mallee,Mildura,2007Q4,16.0,110.0,Flat,1
Loddon Mallee,Mildura,2008Q1,25.0,110.0,Flat,1
