Region,LGA,Quarter,Count,Median,Property Type,Number of Bedrooms
Barwon South West,Colac-Otway,1999Q2,18.0,110.0,Flat,2
Barwon South West,Colac-Otway,1999Q3,14.0,110.0,Flat,2
Barwon South West,Colac-Otway,1999Q4,12.0,110.0,Flat,2
Barwon South West,Colac-Otway,2000Q1,20.0,110.0,Flat,2
Barwon South West,Colac-Otway,2000Q2,20.0,108.0,Flat,2
Barwon South West,Colac-Otway,2000Q3,12.0,120.0,Flat,2
Barwon South West,Colac-Otway,2000Q4,14.0,118.0,Flat,2
Barwon South West,Colac-Otway,2001Q1,15.0,110.0,Flat,2
Barwon South West,Colac-Otway,2001Q2,22.0,118.0,Flat,2
Barwon South West,Colac-Otway,2001Q3,16.0,115.0,Flat,2
Barwon South West,Colac-Otway,2001Q4,13.0,115.0,Flat,2
Barwon South West,Colac-Otway,2002Q1,18.0,120.0,Flat,2
Barwon South West,Colac-Otway,2002Q2,12.0,123.0,Flat,2
Barwon South West,Colac-Otway,2002Q3,17.0,130.0,Flat,2
Barwon South West,Colac-Otway,2002Q4,18.0,130.0,Flat,2
Barwon South West,Colac-Otway,2003Q1,25.0,125.0,Flat,2
Barwon South West,Colac-Otway,2003Q2,20.0,133.0,Flat,2
Barwon South West,Colac-Otway,2003Q3,19.0,145.0,Flat,2
Barwon South West,Colac-Otway,2003Q4,15.0,135.0,Flat,2
Barwon South West,Colac-Otway,2004Q1,18.0,135.0,Flat,2
Barwon South West,Colac-Otway,2004Q2,13.0,150.0,Flat,2
Barwon South West,Colac-Otway,2004Q3,15.0,150.0,Flat,2
Barwon South West,Colac-Otway,2004Q4,17.0,140.0,Flat,2
Barwon South West,Colac-Otway,2005Q1,21.0,150.0,Flat,2
Barwon South West,Colac-Otway,2005Q2,20.0,150.0,Flat,2
Barwon South West,Colac-Otway,2005Q3,23.0,140.0,Flat,2
Barwon South West,Colac-Otway,2005Q4,8.0,153.0,Flat,2
Barwon South West,Colac-Otway,2006Q1,15.0,150.0,Flat,2
Barwon South West,Colac-Otway,2006Q2,16.0,145.0,Flat,2
Barwon South West,Colac-Otway,2006Q3,21.0,145.0,Flat,2
Barwon South West,Colac-Otway,2006Q4,20.0,153.0,Flat,2
Barwon South West,Colac-Otway,2007Q1,23.0,165.0,Flat,2
Barwon South West,Colac-Otway,2007Q2,12.0,150.0,Flat,2
Barwon South West,Colac-Otway,2007Q3,17.0,165.0,Flat,2
Barwon South West,Colac-Otway,2007Q4,17.0,170.0,Flat,2
Barwon South West,Colac-Otway,2008Q1,20.0,183.0,Flat,2
Barwon South West,Colac-Otway,2008Q2,26.0,178.0,Flat,2
Barwon South West,Colac-Otway,2008Q3,22.0,180.0,Flat,2
Barwon South West,Colac-Otway,2008Q4,20.0,165.0,Flat,2
Barwon South West,Colac-Otway,2009Q1,27.0,175.0,Flat,2
Barwon South West,Colac-Otway,2009Q2,14.0,178.0,Flat,2
Barwon South West,Colac-Otway,2009Q3,20.0,185.0,Flat,2
Barwon South West,Colac-Otway,2009Q4,22.0,185.0,Flat,2
Barwon South West,Colac-Otway,2010Q1,21.0,165.0,Flat,2
Barwon South West,Colac-Otway,2010Q2,20.0,190.0,Flat,2
Barwon South West,Colac-Otway,2010Q3,20.0,185.0,Flat,2
Barwon South West,Colac-Otway,2010Q4,18.0,190.0,Flat,2
Barwon South West,Colac-Otway,2011Q1,21.0,180.0,Flat,2
Barwon South West,Colac-Otway,2011Q2,26.0,190.0,Flat,2
Barwon South West,Colac-Otway,2011Q3,17.0,190.0,Flat,2
Barwon South West,Colac-Otway,2011Q4,14.0,190.0,Flat,2
Barwon South West,Colac-Otway,2012Q1,19.0,200.0,Flat,2
Barwon South West,Colac-Otway,2012Q2,23.0,190.0,Flat,2
Barwon South West,Colac-Otway,2012Q3,13.0,190.0,Flat,2
Barwon South West,Colac-Otway,2012Q4,25.0,225.0,Flat,2
Barwon South West,Colac-Otway,2013Q1,19.0,195.0,Flat,2
Barwon South West,Colac-Otway,2013Q2,17.0,200.0,Flat,2
Barwon South West,Colac-Otway,2013Q3,34.0,205.0,Flat,2
Barwon South West,Colac-Otway,2013Q4,18.0,208.0,Flat,2
Barwon South West,Colac-Otway,2014Q1,21.0,210.0,Flat,2
Barwon South West,Colac-Otway,2014Q2,18.0,210.0,Flat,2
Barwon South West,Colac-Otway,2014Q3,22.0,225.0,Flat,2
Barwon South West,Colac-Otway,2014Q4,27.0,225.0,Flat,2
Barwon South West,Colac-Otway,2015Q1,19.0,205.0,Flat,2
Barwon South West,Colac-Otway,2015Q2,16.0,220.0,Flat,2
Barwon South West,Colac-Otway,2015Q3,27.0,230.0,Flat,2
Barwon South West,Colac-Otway,2015Q4,21.0,225.0,Flat,2
Barwon South West,Colac-Otway,2016Q1,23.0,220.0,Flat,2
Barwon South West,Colac-Otway,2016Q2,22.0,233.0,Flat,2
Barwon South West,Colac-Otway,2016Q3,25.0,240.0,Flat,2
Barwon South West,Colac-Otway,2016Q4,24.0,233.0,Flat,2
Barwon South West,Colac-Otway,2017Q1,14.0,250.0,Flat,2
Barwon South West,Colac-Otway,2017Q2,22.0,230.0,Flat,2
Barwon South West,Colac-Otway,2017Q3,18.0,250.0,Flat,2
Barwon South West,Colac-Otway,2017Q4,17.0,230.0,Flat,2
Barwon South West,Colac-Otway,2018Q1,18.0,245.0,Flat,2
Barwon South West,Colac-Otway,2018Q2,22.0,220.0,Flat,2
Barwon South West,Colac-Otway,2018Q3,19.0,260.0,Flat,2
Barwon South West,Colac-Otway,2018Q4,14.0,245.0,Flat,2
Barwon South West,Colac-Otway,2019Q1,15.0,260.0,Flat,2
Barwon South West,Colac-Otway,2019Q2,15.0,270.0,Flat,2
Barwon South West,Colac-Otway,2019Q3,14.0,250.0,Flat,2
Barwon South West,Colac-Otway,2019Q4,12.0,275.0,Flat,2
Barwon South West,Colac-Otway,2020Q1,15.0,260.0,Flat,2
Barwon South West,Colac-Otway,2020Q2,10.0,270.0,Flat,2
Barwon South West,Colac-Otway,2020Q3,16.0,293.0,Flat,2
Barwon South West,Colac-Otway,2020Q4,16.0,258.0,Flat,2
Barwon South West,Colac-Otway,2021Q1,8.0,285.0,Flat,2
Barwon South West,Colac-Otway,2021Q2,19.0,265.0,Flat,2
Barwon South West,Colac-Otway,2021Q3,18.0,265.0,Flat,2
Barwon South West,Colac-Otway,2021Q4,13.0,325.0,Flat,2
Barwon South West,Colac-Otway,2022Q1,15.0,330.0,Flat,2
Barwon South West,Colac-Otway,2022Q2,9.0,315.0,Flat,2
Barwon South West,Colac-Otway,2022Q3,13.0,340.0,Flat,2
Barwon South West,Colac-Otway,2022Q4,9.0,355.0,Flat,2
Barwon South West,Colac-Otway,2023Q1,7.0,395.0,Flat,2
Barwon South West,Colac-Otway,2023Q2,10.0,313.0,Flat,2
Barwon South West,Colac-Otway,2023Q3,18.0,340.0,Flat,2
Barwon South West,Colac-Otway,2023Q4,20.0,356.0,Flat,2
Barwon South West,Colac-Otway,2024Q1,16.0,360.0,Flat,2
Barwon South West,Colac-Otway,2024Q2,9.0,350.0,Flat,2
Barwon South West,Colac-Otway,2024Q3,17.0,385.0,Flat,2
Barwon South West,Colac-Otway,2024Q4,15.0,360.0,Flat,2
Barwon South West,Corangamite,2000Q1,6.0,113.0,Flat,2
Barwon South West,Corangamite,2000Q2,5.0,110.0,Flat,2
Barwon South West,Corangamite,2000Q3,6.0,100.0,Flat,2
Barwon South West,Corangamite,2001Q1,9.0,110.0,Flat,2
Barwon South West,Corangamite,2001Q3,7.0,106.0,Flat,2
Barwon South West,Corangamite,2001Q4,8.0,115.0,Flat,2
Barwon South West,Corangamite,2002Q1,8.0,105.0,Flat,2
Barwon South West,Corangamite,2002Q3,11.0,120.0,Flat,2
Barwon South West,Corangamite,2002Q4,8.0,123.0,Flat,2
Barwon South West,Corangamite,2003Q1,8.0,120.0,Flat,2
Barwon South West,Corangamite,2003Q2,9.0,125.0,Flat,2
Barwon South West,Corangamite,2003Q3,9.0,125.0,Flat,2
Barwon South West,Corangamite,2003Q4,7.0,125.0,Flat,2
Barwon South West,Corangamite,2004Q1,6.0,130.0,Flat,2
Barwon South West,Corangamite,2004Q3,8.0,135.0,Flat,2
Barwon South West,Corangamite,2004Q4,12.0,133.0,Flat,2
Barwon South West,Corangamite,2005Q1,8.0,138.0,Flat,2
Barwon South West,Corangamite,2005Q2,13.0,140.0,Flat,2
Barwon South West,Corangamite,2005Q3,11.0,120.0,Flat,2
Barwon South West,Corangamite,2005Q4,5.0,135.0,Flat,2
Barwon South West,Corangamite,2006Q1,6.0,138.0,Flat,2
Barwon South West,Corangamite,2006Q2,9.0,210.0,Flat,2
Barwon South West,Corangamite,2006Q3,8.0,130.0,Flat,2
Barwon South West,Corangamite,2006Q4,10.0,155.0,Flat,2
Barwon South West,Corangamite,2007Q1,13.0,150.0,Flat,2
Barwon South West,Corangamite,2007Q2,6.0,143.0,Flat,2
Barwon South West,Corangamite,2007Q3,5.0,160.0,Flat,2
Barwon South West,Corangamite,2007Q4,5.0,140.0,Flat,2
Barwon South West,Corangamite,2008Q1,14.0,160.0,Flat,2
Barwon South West,Corangamite,2008Q2,7.0,150.0,Flat,2
Barwon South West,Corangamite,2008Q3,10.0,160.0,Flat,2
Barwon South West,Corangamite,2008Q4,9.0,150.0,Flat,2
Barwon South West,Corangamite,2009Q1,7.0,145.0,Flat,2
Barwon South West,Corangamite,2009Q2,11.0,200.0,Flat,2
Barwon South West,Corangamite,2009Q3,7.0,150.0,Flat,2
Barwon South West,Corangamite,2009Q4,10.0,173.0,Flat,2
Barwon South West,Corangamite,2010Q1,11.0,230.0,Flat,2
Barwon South West,Corangamite,2010Q3,10.0,193.0,Flat,2
Barwon South West,Corangamite,2010Q4,6.0,193.0,Flat,2
Barwon South West,Corangamite,2011Q1,5.0,170.0,Flat,2
Barwon South West,Corangamite,2011Q2,10.0,185.0,Flat,2
Barwon South West,Corangamite,2011Q3,9.0,180.0,Flat,2
Barwon South West,Corangamite,2011Q4,8.0,175.0,Flat,2
Barwon South West,Corangamite,2012Q1,14.0,188.0,Flat,2
Barwon South West,Corangamite,2012Q2,10.0,185.0,Flat,2
Barwon South West,Corangamite,2012Q3,8.0,175.0,Flat,2
Barwon South West,Corangamite,2013Q1,8.0,188.0,Flat,2
Barwon South West,Corangamite,2013Q2,7.0,190.0,Flat,2
Barwon South West,Corangamite,2013Q3,5.0,180.0,Flat,2
Barwon South West,Corangamite,2013Q4,7.0,185.0,Flat,2
Barwon South West,Corangamite,2014Q1,8.0,195.0,Flat,2
Barwon South West,Corangamite,2014Q3,6.0,190.0,Flat,2
Barwon South West,Corangamite,2014Q4,7.0,195.0,Flat,2
Barwon South West,Corangamite,2015Q1,10.0,173.0,Flat,2
Barwon South West,Corangamite,2015Q2,5.0,220.0,Flat,2
Barwon South West,Corangamite,2015Q3,9.0,200.0,Flat,2
Barwon South West,Corangamite,2015Q4,5.0,220.0,Flat,2
Barwon South West,Corangamite,2016Q1,5.0,195.0,Flat,2
Barwon South West,Corangamite,2016Q3,7.0,200.0,Flat,2
Barwon South West,Corangamite,2016Q4,8.0,203.0,Flat,2
Barwon South West,Corangamite,2017Q1,6.0,188.0,Flat,2
Barwon South West,Corangamite,2017Q3,10.0,200.0,Flat,2
Barwon South West,Corangamite,2017Q4,8.0,223.0,Flat,2
Barwon South West,Corangamite,2018Q1,5.0,210.0,Flat,2
Barwon South West,Corangamite,2018Q2,6.0,225.0,Flat,2
Barwon South West,Corangamite,2018Q3,9.0,220.0,Flat,2
Barwon South West,Corangamite,2018Q4,7.0,220.0,Flat,2
Barwon South West,Corangamite,2019Q1,6.0,225.0,Flat,2
Barwon South West,Corangamite,2019Q2,8.0,220.0,Flat,2
Barwon South West,Corangamite,2019Q3,11.0,225.0,Flat,2
Barwon South West,Corangamite,2019Q4,9.0,245.0,Flat,2
Barwon South West,Corangamite,2020Q1,6.0,225.0,Flat,2
Barwon South West,Corangamite,2020Q2,7.0,220.0,Flat,2
Barwon South West,Corangamite,2020Q3,7.0,240.0,Flat,2
Barwon South West,Corangamite,2021Q1,10.0,250.0,Flat,2
Barwon South West,Corangamite,2021Q2,5.0,260.0,Flat,2
Barwon South West,Corangamite,2022Q1,8.0,275.0,Flat,2
Barwon South West,Corangamite,2022Q3,9.0,280.0,Flat,2
Barwon South West,Corangamite,2022Q4,9.0,310.0,Flat,2
Barwon South West,Corangamite,2023Q2,6.0,310.0,Flat,2
Barwon South West,Corangamite,2023Q4,5.0,350.0,Flat,2
Barwon South West,Corangamite,2024Q1,7.0,320.0,Flat,2
Barwon South West,Corangamite,2024Q2,9.0,320.0,Flat,2
Barwon South West,Corangamite,2024Q3,5.0,330.0,Flat,2
Barwon South West,Corangamite,2024Q4,7.0,320.0,Flat,2
Barwon South West,Glenelg,1999Q2,20.0,100.0,Flat,2
Barwon South West,Glenelg,1999Q3,27.0,90.0,Flat,2
Barwon South West,Glenelg,1999Q4,25.0,100.0,Flat,2
Barwon South West,Glenelg,2000Q1,38.0,95.0,Flat,2
Barwon South West,Glenelg,2000Q2,28.0,100.0,Flat,2
Barwon South West,Glenelg,2000Q3,35.0,100.0,Flat,2
Barwon South West,Glenelg,2000Q4,27.0,100.0,Flat,2
Barwon South West,Glenelg,2001Q1,31.0,100.0,Flat,2
Barwon South West,Glenelg,2001Q2,23.0,100.0,Flat,2
Barwon South West,Glenelg,2001Q3,29.0,110.0,Flat,2
Barwon South West,Glenelg,2001Q4,15.0,100.0,Flat,2
Barwon South West,Glenelg,2002Q1,35.0,115.0,Flat,2
Barwon South West,Glenelg,2002Q2,26.0,105.0,Flat,2
Barwon South West,Glenelg,2002Q3,32.0,120.0,Flat,2
Barwon South West,Glenelg,2002Q4,31.0,100.0,Flat,2
Barwon South West,Glenelg,2003Q1,40.0,123.0,Flat,2
Barwon South West,Glenelg,2003Q2,16.0,125.0,Flat,2
Barwon South West,Glenelg,2003Q3,19.0,130.0,Flat,2
Barwon South West,Glenelg,2003Q4,24.0,120.0,Flat,2
Barwon South West,Glenelg,2004Q1,28.0,125.0,Flat,2
Barwon South West,Glenelg,2004Q2,23.0,129.0,Flat,2
Barwon South West,Glenelg,2004Q3,22.0,120.0,Flat,2
Barwon South West,Glenelg,2004Q4,15.0,125.0,Flat,2
Barwon South West,Glenelg,2005Q1,25.0,125.0,Flat,2
Barwon South West,Glenelg,2005Q2,25.0,135.0,Flat,2
Barwon South West,Glenelg,2005Q3,16.0,126.0,Flat,2
Barwon South West,Glenelg,2005Q4,18.0,120.0,Flat,2
Barwon South West,Glenelg,2006Q1,20.0,130.0,Flat,2
Barwon South West,Glenelg,2006Q2,19.0,140.0,Flat,2
Barwon South West,Glenelg,2006Q3,19.0,135.0,Flat,2
Barwon South West,Glenelg,2006Q4,23.0,150.0,Flat,2
Barwon South West,Glenelg,2007Q1,28.0,150.0,Flat,2
Barwon South West,Glenelg,2007Q2,21.0,145.0,Flat,2
Barwon South West,Glenelg,2007Q3,24.0,138.0,Flat,2
Barwon South West,Glenelg,2007Q4,23.0,150.0,Flat,2
Barwon South West,Glenelg,2008Q1,21.0,160.0,Flat,2
Barwon South West,Glenelg,2008Q2,25.0,160.0,Flat,2
Barwon South West,Glenelg,2008Q3,18.0,168.0,Flat,2
Barwon South West,Glenelg,2008Q4,20.0,163.0,Flat,2
Barwon South West,Glenelg,2009Q1,24.0,145.0,Flat,2
Barwon South West,Glenelg,2009Q2,18.0,156.0,Flat,2
Barwon South West,Glenelg,2009Q3,25.0,150.0,Flat,2
Barwon South West,Glenelg,2009Q4,17.0,145.0,Flat,2
Barwon South West,Glenelg,2010Q1,29.0,165.0,Flat,2
Barwon South West,Glenelg,2010Q2,15.0,165.0,Flat,2
Barwon South West,Glenelg,2010Q3,18.0,163.0,Flat,2
Barwon South West,Glenelg,2010Q4,28.0,180.0,Flat,2
Barwon South West,Glenelg,2011Q1,28.0,170.0,Flat,2
Barwon South West,Glenelg,2011Q2,22.0,155.0,Flat,2
Barwon South West,Glenelg,2011Q3,33.0,175.0,Flat,2
Barwon South West,Glenelg,2011Q4,19.0,165.0,Flat,2
Barwon South West,Glenelg,2012Q1,19.0,190.0,Flat,2
Barwon South West,Glenelg,2012Q2,17.0,175.0,Flat,2
Barwon South West,Glenelg,2012Q3,19.0,160.0,Flat,2
Barwon South West,Glenelg,2012Q4,12.0,170.0,Flat,2
Barwon South West,Glenelg,2013Q1,20.0,180.0,Flat,2
Barwon South West,Glenelg,2013Q2,24.0,165.0,Flat,2
Barwon South West,Glenelg,2013Q3,25.0,180.0,Flat,2
Barwon South West,Glenelg,2013Q4,18.0,180.0,Flat,2
Barwon South West,Glenelg,2014Q1,23.0,165.0,Flat,2
Barwon South West,Glenelg,2014Q2,17.0,190.0,Flat,2
Barwon South West,Glenelg,2014Q3,16.0,178.0,Flat,2
Barwon South West,Glenelg,2014Q4,25.0,160.0,Flat,2
Barwon South West,Glenelg,2015Q1,26.0,180.0,Flat,2
Barwon South West,Glenelg,2015Q2,21.0,165.0,Flat,2
Barwon South West,Glenelg,2015Q3,26.0,168.0,Flat,2
Barwon South West,Glenelg,2015Q4,13.0,170.0,Flat,2
Barwon South West,Glenelg,2016Q1,20.0,175.0,Flat,2
Barwon South West,Glenelg,2016Q2,22.0,198.0,Flat,2
Barwon South West,Glenelg,2016Q3,24.0,165.0,Flat,2
Barwon South West,Glenelg,2016Q4,19.0,160.0,Flat,2
Barwon South West,Glenelg,2017Q1,21.0,180.0,Flat,2
Barwon South West,Glenelg,2017Q2,21.0,165.0,Flat,2
Barwon South West,Glenelg,2017Q3,23.0,170.0,Flat,2
Barwon South West,Glenelg,2017Q4,20.0,170.0,Flat,2
Barwon South West,Glenelg,2018Q1,15.0,165.0,Flat,2
Barwon South West,Glenelg,2018Q2,16.0,180.0,Flat,2
Barwon South West,Glenelg,2018Q3,14.0,203.0,Flat,2
Barwon South West,Glenelg,2018Q4,16.0,220.0,Flat,2
Barwon South West,Glenelg,2019Q1,20.0,200.0,Flat,2
Barwon South West,Glenelg,2019Q2,24.0,223.0,Flat,2
Barwon South West,Glenelg,2019Q3,28.0,215.0,Flat,2
Barwon South West,Glenelg,2019Q4,20.0,250.0,Flat,2
Barwon South West,Glenelg,2020Q1,13.0,270.0,Flat,2
Barwon South West,Glenelg,2020Q2,20.0,258.0,Flat,2
Barwon South West,Glenelg,2020Q3,22.0,260.0,Flat,2
Barwon South West,Glenelg,2020Q4,10.0,268.0,Flat,2
Barwon South West,Glenelg,2021Q1,25.0,300.0,Flat,2
Barwon South West,Glenelg,2021Q2,19.0,275.0,Flat,2
Barwon South West,Glenelg,2021Q3,17.0,300.0,Flat,2
Barwon South West,Glenelg,2021Q4,14.0,300.0,Flat,2
Barwon South West,Glenelg,2022Q1,18.0,270.0,Flat,2
Barwon South West,Glenelg,2022Q2,20.0,300.0,Flat,2
Barwon South West,Glenelg,2022Q3,20.0,320.0,Flat,2
Barwon South West,Glenelg,2022Q4,18.0,300.0,Flat,2
Barwon South West,Glenelg,2023Q1,13.0,305.0,Flat,2
Barwon South West,Glenelg,2023Q2,13.0,320.0,Flat,2
Barwon South West,Glenelg,2023Q3,11.0,350.0,Flat,2
Barwon South West,Glenelg,2023Q4,16.0,300.0,Flat,2
Barwon South West,Glenelg,2024Q1,13.0,320.0,Flat,2
Barwon South West,Glenelg,2024Q2,24.0,330.0,Flat,2
Barwon South West,Glenelg,2024Q3,19.0,350.0,Flat,2
Barwon South West,Glenelg,2024Q4,18.0,375.0,Flat,2
Barwon South West,Greater Geelong,1999Q2,386.0,125.0,Flat,2
Barwon South West,Greater Geelong,1999Q3,350.0,130.0,Flat,2
Barwon South West,Greater Geelong,1999Q4,390.0,130.0,Flat,2
Barwon South West,Greater Geelong,2000Q1,417.0,130.0,Flat,2
Barwon South West,Greater Geelong,2000Q2,351.0,130.0,Flat,2
Barwon South West,Greater Geelong,2000Q3,372.0,135.0,Flat,2
Barwon South West,Greater Geelong,2000Q4,365.0,135.0,Flat,2
Barwon South West,Greater Geelong,2001Q1,414.0,140.0,Flat,2
Barwon South West,Greater Geelong,2001Q2,343.0,135.0,Flat,2
Barwon South West,Greater Geelong,2001Q3,347.0,140.0,Flat,2
Barwon South West,Greater Geelong,2001Q4,329.0,140.0,Flat,2
Barwon South West,Greater Geelong,2002Q1,399.0,145.0,Flat,2
Barwon South West,Greater Geelong,2002Q2,305.0,145.0,Flat,2
Barwon South West,Greater Geelong,2002Q3,335.0,145.0,Flat,2
Barwon South West,Greater Geelong,2002Q4,301.0,145.0,Flat,2
Barwon South West,Greater Geelong,2003Q1,400.0,150.0,Flat,2
Barwon South West,Greater Geelong,2003Q2,315.0,150.0,Flat,2
Barwon South West,Greater Geelong,2003Q3,337.0,150.0,Flat,2
Barwon South West,Greater Geelong,2003Q4,327.0,155.0,Flat,2
Barwon South West,Greater Geelong,2004Q1,377.0,155.0,Flat,2
Barwon South West,Greater Geelong,2004Q2,284.0,160.0,Flat,2
Barwon South West,Greater Geelong,2004Q3,363.0,160.0,Flat,2
Barwon South West,Greater Geelong,2004Q4,325.0,160.0,Flat,2
Barwon South West,Greater Geelong,2005Q1,362.0,160.0,Flat,2
Barwon South West,Greater Geelong,2005Q2,330.0,160.0,Flat,2
Barwon South West,Greater Geelong,2005Q3,330.0,170.0,Flat,2
Barwon South West,Greater Geelong,2005Q4,310.0,170.0,Flat,2
Barwon South West,Greater Geelong,2006Q1,362.0,170.0,Flat,2
Barwon South West,Greater Geelong,2006Q2,274.0,170.0,Flat,2
Barwon South West,Greater Geelong,2006Q3,287.0,175.0,Flat,2
Barwon South West,Greater Geelong,2006Q4,297.0,180.0,Flat,2
Barwon South West,Greater Geelong,2007Q1,323.0,185.0,Flat,2
Barwon South West,Greater Geelong,2007Q2,268.0,185.0,Flat,2
Barwon South West,Greater Geelong,2007Q3,274.0,185.0,Flat,2
Barwon South West,Greater Geelong,2007Q4,302.0,190.0,Flat,2
Barwon South West,Greater Geelong,2008Q1,356.0,210.0,Flat,2
Barwon South West,Greater Geelong,2008Q2,330.0,200.0,Flat,2
Barwon South West,Greater Geelong,2008Q3,304.0,210.0,Flat,2
Barwon South West,Greater Geelong,2008Q4,289.0,220.0,Flat,2
Barwon South West,Greater Geelong,2009Q1,330.0,220.0,Flat,2
Barwon South West,Greater Geelong,2009Q2,323.0,220.0,Flat,2
Barwon South West,Greater Geelong,2009Q3,303.0,230.0,Flat,2
Barwon South West,Greater Geelong,2009Q4,295.0,235.0,Flat,2
Barwon South West,Greater Geelong,2010Q1,359.0,245.0,Flat,2
Barwon South West,Greater Geelong,2010Q2,274.0,250.0,Flat,2
Barwon South West,Greater Geelong,2010Q3,322.0,245.0,Flat,2
Barwon South West,Greater Geelong,2010Q4,304.0,255.0,Flat,2
Barwon South West,Greater Geelong,2011Q1,380.0,260.0,Flat,2
Barwon South West,Greater Geelong,2011Q2,307.0,260.0,Flat,2
Barwon South West,Greater Geelong,2011Q3,313.0,265.0,Flat,2
Barwon South West,Greater Geelong,2011Q4,330.0,265.0,Flat,2
Barwon South West,Greater Geelong,2012Q1,423.0,270.0,Flat,2
Barwon South West,Greater Geelong,2012Q2,311.0,260.0,Flat,2
Barwon South West,Greater Geelong,2012Q3,330.0,260.0,Flat,2
Barwon South West,Greater Geelong,2012Q4,361.0,265.0,Flat,2
Barwon South West,Greater Geelong,2013Q1,466.0,275.0,Flat,2
Barwon South West,Greater Geelong,2013Q2,376.0,270.0,Flat,2
Barwon South West,Greater Geelong,2013Q3,374.0,270.0,Flat,2
Barwon South West,Greater Geelong,2013Q4,360.0,270.0,Flat,2
Barwon South West,Greater Geelong,2014Q1,469.0,275.0,Flat,2
Barwon South West,Greater Geelong,2014Q2,369.0,280.0,Flat,2
Barwon South West,Greater Geelong,2014Q3,367.0,270.0,Flat,2
Barwon South West,Greater Geelong,2014Q4,365.0,270.0,Flat,2
Barwon South West,Greater Geelong,2015Q1,431.0,280.0,Flat,2
Barwon South West,Greater Geelong,2015Q2,384.0,275.0,Flat,2
Barwon South West,Greater Geelong,2015Q3,366.0,280.0,Flat,2
Barwon South West,Greater Geelong,2015Q4,384.0,280.0,Flat,2
Barwon South West,Greater Geelong,2016Q1,446.0,280.0,Flat,2
Barwon South West,Greater Geelong,2016Q2,379.0,280.0,Flat,2
Barwon South West,Greater Geelong,2016Q3,387.0,280.0,Flat,2
Barwon South West,Greater Geelong,2016Q4,339.0,290.0,Flat,2
Barwon South West,Greater Geelong,2017Q1,407.0,290.0,Flat,2
Barwon South West,Greater Geelong,2017Q2,380.0,290.0,Flat,2
Barwon South West,Greater Geelong,2017Q3,404.0,290.0,Flat,2
Barwon South West,Greater Geelong,2017Q4,349.0,295.0,Flat,2
Barwon South West,Greater Geelong,2018Q1,406.0,300.0,Flat,2
Barwon South West,Greater Geelong,2018Q2,343.0,300.0,Flat,2
Barwon South West,Greater Geelong,2018Q3,385.0,300.0,Flat,2
Barwon South West,Greater Geelong,2018Q4,309.0,310.0,Flat,2
Barwon South West,Greater Geelong,2019Q1,327.0,310.0,Flat,2
Barwon South West,Greater Geelong,2019Q2,304.0,320.0,Flat,2
Barwon South West,Greater Geelong,2019Q3,330.0,310.0,Flat,2
Barwon South West,Greater Geelong,2019Q4,298.0,330.0,Flat,2
Barwon South West,Greater Geelong,2020Q1,432.0,340.0,Flat,2
Barwon South West,Greater Geelong,2020Q2,288.0,320.0,Flat,2
Barwon South West,Greater Geelong,2020Q3,355.0,330.0,Flat,2
Barwon South West,Greater Geelong,2020Q4,341.0,340.0,Flat,2
Barwon South West,Greater Geelong,2021Q1,349.0,340.0,Flat,2
Barwon South West,Greater Geelong,2021Q2,272.0,340.0,Flat,2
Barwon South West,Greater Geelong,2021Q3,314.0,350.0,Flat,2
Barwon South West,Greater Geelong,2021Q4,293.0,360.0,Flat,2
Barwon South West,Greater Geelong,2022Q1,324.0,375.0,Flat,2
Barwon South West,Greater Geelong,2022Q2,289.0,380.0,Flat,2
Barwon South West,Greater Geelong,2022Q3,331.0,380.0,Flat,2
Barwon South West,Greater Geelong,2022Q4,329.0,385.0,Flat,2
Barwon South West,Greater Geelong,2023Q1,320.0,390.0,Flat,2
Barwon South West,Greater Geelong,2023Q2,309.0,400.0,Flat,2
Barwon South West,Greater Geelong,2023Q3,311.0,400.0,Flat,2
Barwon South West,Greater Geelong,2023Q4,277.0,410.0,Flat,2
Barwon South West,Greater Geelong,2024Q1,312.0,420.0,Flat,2
Barwon South West,Greater Geelong,2024Q2,294.0,420.0,Flat,2
Barwon South West,Greater Geelong,2024Q3,331.0,420.0,Flat,2
Barwon South West,Greater Geelong,2024Q4,283.0,425.0,Flat,2
Barwon South West,Moyne,2000Q1,5.0,110.0,Flat,2
Barwon South West,Moyne,2000Q3,5.0,140.0,Flat,2
Barwon South West,Moyne,2000Q4,5.0,135.0,Flat,2
Barwon South West,Moyne,2001Q2,7.0,140.0,Flat,2
Barwon South West,Moyne,2001Q3,5.0,135.0,Flat,2
Barwon South West,Moyne,2002Q2,6.0,150.0,Flat,2
Barwon South West,Moyne,2002Q3,8.0,170.0,Flat,2
Barwon South West,Moyne,2002Q4,7.0,160.0,Flat,2
Barwon South West,Moyne,2003Q2,5.0,170.0,Flat,2
Barwon South West,Moyne,2003Q3,6.0,153.0,Flat,2
Barwon South West,Moyne,2004Q3,7.0,150.0,Flat,2
Barwon South West,Moyne,2005Q2,7.0,170.0,Flat,2
Barwon South West,Moyne,2005Q3,8.0,160.0,Flat,2
Barwon South West,Moyne,2005Q4,8.0,188.0,Flat,2
Barwon South West,Moyne,2006Q1,9.0,180.0,Flat,2
Barwon South West,Moyne,2006Q3,7.0,180.0,Flat,2
Barwon South West,Moyne,2006Q4,7.0,190.0,Flat,2
